Date,Time,PM25C,speed,standard deviation,Dew PointF,Humidity,PM25C,PrecipitationIn,Sea Level PressureIn,TemperatureF,VisibilityMPH,Wind SpeedMPH,Turnstile
6/15/10,20:00:00,18.6,8.763494654,3.772299127,46,45,11.2,0.01,30.11,68,10,3.5,1697
6/16/10,0:00:00,8.4,8.251293538,5.264642494,46.9,50,6.6,0.01,30.15,66,10,3.5,197
6/16/10,4:00:00,13.7,13.21895301,4.344867433,48,52,11.8,0.01,30.16,66,10,0.5,2017
6/16/10,8:00:00,8.4,10.0237991,2.590459837,57.9,68,5.3,0.01,30.16,69.1,10,5.8,3457
6/16/10,12:00:00,7,7.813475937,2.362890175,57,63,7.6,0.01,30.12,70,10,8.1,3298
6/16/10,16:00:00,10.9,10.45107921,3.909354586,60.1,68,13.1,0.01,29.99,71.1,10,8.1,4011
6/16/10,20:00:00,12.6,11.91430654,11.91904,66,84,12,0.01,29.91,71.1,10,4.6,1514
6/17/10,0:00:00,10.4,9.66511178,6.115125654,68,82,6.6,0.01,29.83,73.9,10,4.6,184
6/17/10,4:00:00,12.5,15.22925657,5.709483915,68,95,9.4,0.01,29.79,69.45,2.75,4.6,1327
6/17/10,8:00:00,1.6,12.4560037,5.487915079,62.1,76,0,0.01,29.81,70,10,11.5,3192
6/17/10,12:00:00,3.1,7.933731529,5.836366671,55.9,61,2.8,0.01,29.86,70,10,8.1,3331
6/17/10,16:00:00,3.4,45.76114051,114.1117891,55.9,57,3.5,0.01,29.89,72,10,12.7,4320
6/17/10,20:00:00,7.4,6.056004189,4.447926468,55,59,5.2,0.01,29.96,70,10,6.9,1660
6/18/10,0:00:00,5.5,5.900302303,5.009956319,55.9,73,6.7,0.01,30.02,64.9,10,4.6,301
6/18/10,4:00:00,10.3,10.34908939,8.810267535,55.9,83,10.2,0.01,30.04,61,10,0.5,1929
6/18/10,8:00:00,15.3,7.047322137,4.617172937,59,68,15.7,0.01,30.1,70,10,3.5,3020
6/18/10,12:00:00,18.2,8.622911773,3.092887506,55.9,41,22.4,0.01,30.09,82,10,5.8,3009
6/18/10,16:00:00,13.9,9.81467988,4.635982456,55.9,42,19.2,0.01,30.07,81,10,4.6,4128
6/18/10,20:00:00,25.1,9.401223275,8.63086863,51.1,46,14.6,0.01,30.06,73,10,4.6,0
6/19/10,0:00:00,14,10.47368684,15.50632709,48,46,11.6,0.01,30.11,70,10,5.8,618
6/19/10,4:00:00,11.9,12.32929042,6.470051639,55,68,9.5,0.01,30.09,66,10,3.5,512
6/19/10,8:00:00,2.6,15.76675531,9.859330233,62.1,78,1.8,0.01,30.1,69.1,10,5.8,1917
6/19/10,12:00:00,16.2,9.39505102,5.306730767,63,56,13.1,0.01,30.06,80.1,10,3.5,2879
6/19/10,16:00:00,14.1,9.162596463,4.696705672,66,66,11.2,0.01,30.01,78.1,10,8.1,2741
6/19/10,20:00:00,14.5,13.7858494,33.48599454,64.9,81,17.2,0.01,29.96,71.1,10,4.6,1818
6/20/10,0:00:00,14.8,6.919661024,4.338585667,66,79,13.6,0.01,29.93,73,10,4.6,572
6/20/10,4:00:00,13.2,12.0824007,5.988617812,68,84,13.1,0.01,29.9,73,10,0.5,308
6/20/10,8:00:00,18.2,9.623809524,11.01492391,69.1,79,24,0.01,29.91,75.9,9,3.5,1212
6/20/10,12:00:00,21.9,121.5180634,450.8101247,72,63,26.5,0.01,29.86,86,10,4.6,2142
6/20/10,16:00:00,12.4,7.973099963,5.141685544,66.9,58,3.6,0.01,29.83,82.9,10,5.8,1841
6/20/10,20:00:00,14.5,9.708989282,4.062060617,63,49,8.1,0.01,29.87,84,10,3.5,1229
6/21/10,0:00:00,8.6,14.46031746,7.242583543,61,54,6.7,0.01,29.93,79,10,3.5,199
6/21/10,4:00:00,4.4,14.11787731,3.675882199,60.1,64,2.8,0.01,29.95,73,10,4.6,1200
6/21/10,8:00:00,3.5,8.433271461,7.485786244,59,56,0,0.01,30.03,75.9,10,5.8,3344
6/21/10,12:00:00,5.6,8.460770227,2.925931332,59,39,5.3,0.01,30,87.1,10,6.9,2723
6/21/10,16:00:00,5,9.590339186,3.303406743,59,43,6.4,0.01,29.99,84,10,6.9,3742
6/21/10,20:00:00,11.6,10.20236815,7.26025531,57,42,8.7,0.01,30.03,82,10,4.6,1335
6/22/10,0:00:00,4.3,11.88879633,6.843257802,60.1,60,5.7,0.01,30.08,75,10,0.5,175
6/22/10,4:00:00,5.7,12.0022839,6.774085176,57,57,6.7,0.01,30.09,73,10,0.5,2086
6/22/10,8:00:00,9.4,22.05551511,47.88660118,57.9,54,9.3,0.01,30.13,75.9,10,4.6,3428
6/22/10,12:00:00,11.2,9.655096763,5.037416115,62.1,49,14.5,0.01,30.1,82.9,10,0.5,3198
6/22/10,16:00:00,14.1,9.81627896,4.54097859,61,58,18.4,0.01,30.04,77,10,8.1,3835
6/22/10,20:00:00,22.2,7.145877608,3.205432128,69.84,93.8,22.9,0.214,30.03,71.68,1.4,6.24,1287
6/23/10,0:00:00,31.6,12.63151521,17.51833942,69.1,93,22.9,0.214,29.96,71.1,4,6.9,199
6/23/10,4:00:00,21.6,12,0,69.1,91,21.6,0.214,29.93,72,6,4.6,2036
6/23/10,8:00:00,8.5,9.249521244,4.445851127,66.9,68,8.1,0.214,29.97,78.1,10,10.4,3195
6/23/10,12:00:00,9.6,7.795365279,3.32744296,66,51,10.6,0.214,29.94,86,10,6.9,3297
6/23/10,16:00:00,12.1,9.357853155,3.666972601,64,45,11.5,0.214,29.9,88,10,10.4,4105
6/23/10,20:00:00,22.5,8.499229992,4.073733451,64,51,17.1,0.214,29.9,84,10,0.5,1646
6/24/10,0:00:00,21.8,8.846167683,4.573516209,64.9,58,22,0.214,29.84,81,10,3.5,225
6/24/10,4:00:00,21.2,9.81774322,7.955462676,66,64,19.3,0.214,29.81,79,10,4.6,2000
6/24/10,8:00:00,19.7,8.586932907,3.868368373,66,58,26,0.214,29.77,82,10,8.1,3386
6/24/10,12:00:00,23.8,7.887777368,3.225794778,68,51,17.6,0.214,29.75,88,10,10.4,2119
6/24/10,16:00:00,-1.4,10.01896602,4.129406638,70,57,4.6,0.214,29.73,87.1,10,4.6,3823
6/24/10,20:00:00,14.1,7.5490855,4.243776989,64,53,11.3,0.214,29.79,82.9,10,3.5,1623
6/25/10,0:00:00,-0.5,9.309930492,4.81376056,63,58,1.7,0.214,29.88,79,10,8.1,330
6/25/10,4:00:00,2.1,8.410632527,6.333197437,61,68,0,0.214,29.93,72,10,5.8,1861
6/25/10,8:00:00,0.3,9.841265972,4.130603953,62.1,64,-0.3,0.214,30.01,75,10,5.8,3361
6/25/10,12:00:00,2.9,9.430722562,5.369829488,59,40,7.7,0.214,29.99,86,10,4.6,3565
6/25/10,16:00:00,13.1,5.741151095,4.477587372,59,44,11.8,0.214,29.96,82.9,10,5.8,3927
6/25/10,20:00:00,5.6,6.144063218,2.974014889,62.1,62,8,0.214,29.96,75.9,10,4.6,0
6/26/10,0:00:00,10.6,7.693892402,4.433226171,62.1,66,13.1,0.214,29.96,73.9,10,4.6,637
6/26/10,4:00:00,18.2,9.141099167,4.404017529,63,75,22.8,0.214,29.94,71.1,10,0.5,466
6/26/10,8:00:00,21.5,12.8099935,4.012138354,63,64,25.3,0.214,29.94,75.9,10,3.5,1801
6/26/10,12:00:00,14.5,9.421161852,4.547333489,59,37,10.2,0.214,29.89,88,10,6.9,2619
6/26/10,16:00:00,24.9,10.69338547,4.41243733,59,43,30,0.214,29.83,84,10,4.6,2755
6/26/10,20:00:00,26,8.947104547,4.667231264,60.1,47,19.9,0.214,29.82,82,10,4.6,1781
6/27/10,0:00:00,25.3,7.648879254,4.528350555,62.1,62,22.5,0.214,29.82,75.9,10,0.5,641
6/27/10,4:00:00,23.5,9.47185261,7.332491884,64,76,23.9,0.214,29.8,72,10,0.5,327
6/27/10,8:00:00,38.4,7.000218248,6.949395554,68,74,33.1,0.214,29.77,77,8,0.5,1360
6/27/10,12:00:00,39,10.67210929,6.624689063,66,46,47.3,0.214,29.73,89.1,8,6.9,2591
6/27/10,16:00:00,28,7.164025598,4.975619956,68,47,32.3,0.214,29.68,91,9,10.4,2199
6/27/10,20:00:00,34.9,9.997345118,4.067748635,66,49,29.8,0.214,29.67,87.1,10,5.8,1120
6/28/10,0:00:00,29.8,16.55451929,17.67444564,68,57,26.8,0.214,29.64,84.9,10,5.8,209
6/28/10,4:00:00,28.3,8.08830169,4.061127053,69.1,65,25,0.214,29.58,82,10,8.1,1802
6/28/10,8:00:00,13.4,7.919168631,4.94169688,70,61,10.2,0.214,29.61,84.9,10,5.8,2965
6/28/10,12:00:00,8.1,7.399357221,2.70487682,70,53,6.7,0.214,29.6,89.1,10,6.9,2246
6/28/10,16:00:00,24.2,9.987989857,2.829455064,69.1,63,10.4,0.214,29.62,82.9,10,11.5,3612
6/28/10,20:00:00,12.5,7.617527999,4.336368167,69.1,67,11.8,0.01,29.63,81,10,4.6,1225
6/29/10,0:00:00,7.7,10.26078211,5.512925766,69.1,69,14.6,0.01,29.68,80.1,10,0.5,167
6/29/10,4:00:00,8.8,11.17584745,4.610629199,72,79,6.3,0.01,29.71,79,10,4.6,1853
6/29/10,8:00:00,7.8,7.098928724,3.865224074,68,65,1.5,0.01,29.77,81,10,5.8,3399
6/29/10,12:00:00,4.8,10.13697722,3.288474922,61,38,17.2,0.01,29.79,90,10,3.5,2304
6/29/10,16:00:00,7.9,9.967552375,4.450220589,57,37,0,0.01,29.82,86,10,8.1,3861
6/29/10,20:00:00,11.3,8.250529059,3.182853898,52,36,-3.1,0.01,29.88,81,10,8.1,1452
6/30/10,0:00:00,-2.1,10.0902178,4.667100103,45,41,-0.5,0.01,29.99,70,10,5.8,215
6/30/10,4:00:00,1.6,13.14954305,7.930242656,45,50,-4.1,0.01,30.05,64,10,3.5,1143
6/30/10,8:00:00,-0.9,8.820636245,2.955846382,41,42,-2.6,0.01,30.1,64.9,10,9.2,3351
6/30/10,12:00:00,1.6,8.081159654,4.343423672,39.9,28,1.6,0.01,30.06,75,10,4.6,3246
6/30/10,16:00:00,5,6.866190476,2.870341261,39,25,8,0.01,30.03,78.1,10,8.1,4066
6/30/10,20:00:00,5.4,8.249829864,4.078908642,43,35,4.5,0.01,30.08,72,10,6.9,1595
7/1/10,0:00:00,1.7,8.973814866,3.398954086,43,42,10.6,0.01,30.12,66.9,10,0.5,229
7/1/10,4:00:00,3.1,6.292869509,5.776958065,45,52,11.2,0.01,30.14,63,10,3.5,1861
7/1/10,8:00:00,-1,8.236414566,7.934805629,46.9,50,12,0.01,30.18,66,10,10.4,3238
7/1/10,12:00:00,2,8.499357688,3.696774453,44.1,34,11.8,0.01,30.13,73.9,10,4.6,2377
7/1/10,16:00:00,2.3,35.23691427,95.47178015,43,32,16,0.01,30.11,75,10,10.4,3922
7/1/10,20:00:00,6.1,8.171135562,3.34435228,43,38,17.2,0.01,30.16,70,10,5.8,1569
7/2/10,0:00:00,2.5,8.090178086,6.372372793,45,48,11.7,0.01,30.19,64.9,10,4.6,318
7/2/10,4:00:00,2.9,9.68959699,6.305797095,46,58,11.4,0.01,30.21,61,10,5.8,1656
7/2/10,8:00:00,1.3,9.287314158,3.464300704,48,49,5.7,0.01,30.24,68,10,6.9,2295
7/2/10,12:00:00,0.8,9.846058668,3.743210055,44.1,29,5.6,0.01,30.21,79,10,12.7,2583
7/2/10,16:00:00,2,10.73955489,4.050566709,46,32,10.6,0.01,30.16,78.1,10,9.2,3414
7/2/10,20:00:00,8.2,10.59869666,6.266723626,46,38,11.3,0.01,30.14,73,10,3.5,0
7/3/10,0:00:00,9.5,7.738627216,3.62646126,48.9,49,8.3,0.01,30.16,69.1,10,6.9,497
7/3/10,4:00:00,4.9,11.07048733,4.875658495,50,54,9.6,0.01,30.17,66.9,10,3.5,448
7/3/10,8:00:00,2.7,12.2,7.158212067,52,51,8.2,0.01,30.19,71.1,10,0.5,1531
7/3/10,12:00:00,-2.8,10.08668157,7.67242392,51.1,29,8.4,0.01,30.1,87.1,10,0.5,2673
7/3/10,16:00:00,15.5,11.63863522,7.795221171,50,27,14,0.01,30.04,88,10,6.9,2315
7/3/10,20:00:00,27.1,10.32583962,4.289268999,55,44,22.2,0.01,30.02,79,10,0.5,1518
7/4/10,0:00:00,10.4,8.6742219,5.124686177,54,43,26.8,0.01,30.02,78.1,10,6.9,468
7/4/10,4:00:00,15.6,14.08669285,6.460492084,53.1,48,28.8,0.01,30.02,73.9,10,3.5,273
7/4/10,8:00:00,13.3,15.29205824,8.474971689,54,40,17,0.01,30.02,80.1,10,5.8,936
7/4/10,12:00:00,6.6,10.70017808,3.783535604,52,24,0,0.01,29.97,93.9,10,6.9,1646
7/4/10,16:00:00,16.8,9.073761762,4.706522115,48,19,12.2,0.01,29.91,96.1,10,9.2,1734
7/4/10,20:00:00,29.8,22.16803092,44.8729802,50,25,16.5,0.01,29.91,90,10,4.6,1614
7/5/10,0:00:00,24.6,9.134658485,4.159966467,57,42,3.2,0.01,29.94,82,10,5.8,521
7/5/10,4:00:00,21.9,12.09919803,5.844830513,57.9,50,1.8,0.01,29.96,78.1,10,5.8,403
7/5/10,8:00:00,20,11.00649351,8.423721715,59,47,0.1,0.01,29.99,81,10,5.8,874
7/5/10,12:00:00,17.9,21.14445181,33.43801764,60.1,29,3.5,0.01,29.96,97,10,0.5,1478
7/5/10,16:00:00,17.7,12.46029534,6.448917544,55,24,10.8,0.01,29.93,97,10,0.5,1359
7/5/10,20:00:00,41.3,10.30558748,4.245568156,61,41,7.3,0.01,29.96,87.1,10,0.5,681
7/6/10,0:00:00,26.1,13.79025205,21.90860207,63,46,-1.5,0.01,29.98,86,10,3.5,72
7/6/10,4:00:00,22.6,9.173076923,4.673076923,64.9,53,0.1,0.01,29.99,84,10,4.6,1036
7/6/10,8:00:00,19.1,10.20367176,4.960678222,68,51,-2.3,0.01,30.02,88,10,0.5,3070
7/6/10,12:00:00,15.7,10.03914919,4.598859223,68,35,-0.6,0.01,30,100,10,4.6,1984
7/6/10,16:00:00,22.3,8.943446524,4.008495653,64,33,4.9,0.01,29.96,98.1,10,0.5,3574
7/6/10,20:00:00,30.7,8.010674319,4.543676686,68,47,8.5,0.01,29.96,91,10,4.6,1250
7/7/10,0:00:00,28.7,11.33652279,8.767629072,69.1,57,21.1,0.01,29.98,86,10,4.6,168
7/7/10,4:00:00,9.5,8.46409271,4.580693161,64.9,49,22.9,0.01,29.99,86,10,5.8,1504
7/7/10,8:00:00,20.9,9.878680697,4.530243874,64.9,48,25.4,0.01,30.02,87.1,9,5.8,3311
7/7/10,12:00:00,29,8.976676893,4.698754184,64,36,46.6,0.01,30,95,9,8.1,2984
7/7/10,16:00:00,20.3,10.74058287,5.442160295,70,55,22.7,0.01,29.99,88,9,9.2,3862
7/7/10,20:00:00,29.1,5.150991109,5.249735099,69.1,65,25.7,0.01,30,82,10,0.5,1488
7/8/10,0:00:00,33.8,8.736150675,4.657435309,71.1,74,0,0.01,30.02,80.1,8,0.5,194
7/8/10,4:00:00,27.3,11.87326012,4.907993,73,84,0,0.01,30.01,78.1,6,3.5,1963
7/8/10,8:00:00,4.4,24.51654107,55.45916497,73.65,81.5,0,0.01,30.065,79.8,5,6.35,3275
7/8/10,12:00:00,3.2,11.27467577,4.563679461,72,67,0,0.01,30.04,84,10,0.5,2508
7/8/10,16:00:00,14.2,12.56336938,8.581110834,66,51,0,0.01,30.01,86,10,5.8,3985
7/8/10,20:00:00,11.5,5.876100279,4.062519264,69.9,75,9.6,0.01,30.04,78.45,10,5.75,1652
7/9/10,0:00:00,0,12.36322133,26.99040479,71.475,82.75,6.2,0.01,30.06,77,10,4.925,312
7/9/10,4:00:00,1.5,10.30540224,3.217521866,70,82,7,0.01,30.01,75.9,10,3.5,1771
7/9/10,8:00:00,0,8.5,6.98140387,72,81,8.6,0.01,30,78.1,9,6.9,3069
7/9/10,12:00:00,0,7.033992925,3.893973854,69.1,53,10.7,0.0175,29.97,88,10,6.9,2589
7/9/10,16:00:00,3.2,10.00341122,5.523792784,68,55,16.8,0.0175,29.87,86,10,10.4,3794
7/9/10,20:00:00,6.1,13.71715565,53.77945371,69.5667,74,10.9,0.0175,29.88,78.5667,10,5.03333,0
7/10/10,0:00:00,-2.4,6.096146008,6.994262715,69.1,76,5.5,0.0175,29.85,77,10,3.5,694
7/10/10,4:00:00,-2.3,9.664950456,5.073732868,69.9,83.5,7.1,0.0175,29.835,75.1,10,4.05,505
7/10/10,8:00:00,0,7.9618573,4.749813945,69.45,73,4.4,0.0175,29.845,78.9,10,4.65,1679
7/10/10,12:00:00,0,162.4228524,759.6030035,68,67,7.8,0.0175,29.84,80.1,10,8.1,2796
7/10/10,16:00:00,6.1,8.390088656,4.308589513,68,67,10.8,0.0175,29.85,79.8,10,2.55,2551
7/10/10,20:00:00,5.1,16.6488595,53.79276352,68,74,10.2,0.0175,29.85,77,10,4.6,1649
7/11/10,0:00:00,0.9,6.702351537,3.492167577,68,84,0,0.0175,29.85,73,10,3.5,640
7/11/10,4:00:00,4.6,11.66869692,6.49177945,68,84,5.5,0.0175,29.83,73,10,0.5,344
7/11/10,8:00:00,4.1,9.408932714,7.584803326,68,77.3333,-0.8,0.0175,29.8833,75.4333,10,5.76667,1256
7/11/10,12:00:00,3.8,10.00632923,4.009517292,63,44,0.6,0.0175,29.84,87.1,10,4.6,2169
7/11/10,16:00:00,5,10.14671967,6.66221131,66,56,9.6,0.0175,29.82,82.9,10,5.8,2216
7/11/10,20:00:00,0,8.35820962,3.096729846,66.9,62,8.3,0.0175,29.83,81,10,4.6,1098
7/12/10,0:00:00,0,10.89160982,7.692497542,69.1,76,9.9,0.0175,29.86,77,10,4.6,173
7/12/10,4:00:00,0,13.11426106,3.995398742,64,73,8.1,0.0175,29.87,73,10,0.5,1239
7/12/10,8:00:00,0,8.283111111,6.632953899,62.1,56,12.8,0.0175,29.91,79,10,0.5,3306
7/12/10,12:00:00,0,7.442846678,3.881543454,48.9,23,7.4,0.0175,29.9,91.9,10,3.5,3020
7/12/10,16:00:00,0,9.578290467,7.026672282,61,43,10.6,0.0175,29.88,86,10,9.2,3771
7/12/10,20:00:00,0,7.830749254,3.898829675,70,71,11.6,0.0175,29.91,80.1,10,5.8,1258
7/13/10,0:00:00,0,10.77476944,4.285431551,62.8,62.5,0,0.0175,29.975,76.45,10,2.55,195
7/13/10,4:00:00,0,16.96466329,15.86973844,69.1,82,0,0.0175,29.94,75,10,5.8,2048
7/13/10,8:00:00,0,8.338070802,4.854858307,71.1,77,0,0.0175,29.95,79,10,3.5,3299
7/13/10,12:00:00,0,7.474164282,3.081290627,73.1833,87.1667,0,0.03,29.9417,77.4167,4.43333,6.73333,2776
7/13/10,16:00:00,0,12.22532562,4.124221305,75.34,89.8,0,0.058,29.886,78.66,6.2,4.64,3695
7/13/10,20:00:00,0,10.50750521,6.051896458,73.65,86.5,0,0.058,29.865,77.9,10,5.2,1344
7/14/10,0:00:00,0,25.62866578,77.38617546,71.1,79,0,0.058,29.86,78.1,10,3.5,201
7/14/10,4:00:00,0,9.235285941,6.290115056,73.2,88.5,0,0.058,29.87,77,8.5,0.5,1845
7/14/10,8:00:00,0,10.36842105,0.967619806,72.8667,95.8333,0,0.05,29.9133,74.0833,6.66667,5.56667,3353
7/14/10,12:00:00,5.5,9.267553163,1.889137399,73.2,91,7.6,0.243333,29.92,76.1,8,5.2,3128
7/14/10,16:00:00,8.5,7.295576865,3.91378736,71.35,87,8.1,0.01,29.92,75.55,10,4.6,3915
7/14/10,20:00:00,8.7,7.222044215,3.023570641,71.35,85,7.3,0.01,29.94,76,10,6.35,1476
7/15/10,0:00:00,0.5,56.02923687,204.7746354,71.35,93.5,0,0.015,29.99,73.2,7,2,219
7/15/10,4:00:00,1.5,12.19263158,7.329590693,69.9,89,2,0.015,29.985,73.2,10,4.65,1864
7/15/10,8:00:00,6.5,8.9,0,68,82.5,4.6,0.015,30.045,73.65,10,8.65,3444
7/15/10,12:00:00,8.4,8.780383739,4.312743651,68.9,64,7.5,0.015,30.04,82.2,10,6.35,3094
7/15/10,16:00:00,12.1,10.69323909,5.01545341,68,53,9.1,0.015,30,87.1,10,6.9,4138
7/15/10,20:00:00,13.5,8.608079496,3.161142587,69.1,79,12.7,0.015,30.01,75.9,10,5.8,1775
7/16/10,0:00:00,6.6,9.656103697,6.290884849,69.1,85,7.2,0.015,30.02,73.9,10,0.5,322
7/16/10,4:00:00,15.5,9.191749252,4.862908262,70.45,85,20.9,0.015,30.005,75.1,6.5,8.1,1714
7/16/10,8:00:00,25,6.696221646,5.396049547,71.8,78.5,29.5,0.015,30,78.9,5.5,2,3049
7/16/10,12:00:00,31.1,8.72134053,4.376427184,73.9,63,23.2,0.015,29.91,88,7,4.6,3465
7/16/10,16:00:00,27.1,8.262397431,3.042103718,69.1,47,25.9,0.015,29.83,91.9,10,5.8,3726
7/16/10,20:00:00,31,9.050872461,5.090547098,68,51,22.7,0.015,29.84,88,10,3.5,0
7/17/10,0:00:00,19.1,8.322113075,4.917137981,66.9,62,17.9,0.015,29.87,81,10,4.6,627
7/17/10,4:00:00,19.5,11.43047146,6.408846368,69.1,76,19.3,0.015,29.9,77,10,3.5,502
7/17/10,8:00:00,10.5,13.91903369,8.053959806,66.9,66,16,0.015,29.92,79,10,0.5,1647
7/17/10,12:00:00,13.1,16.72148458,30.71099495,62.1,38,12.6,0.015,29.89,91,10,5.8,2904
7/17/10,16:00:00,18.5,10.58763379,6.61712398,62.1,37,24.3,0.015,29.83,91.9,10,8.1,2650
7/17/10,20:00:00,25.6,18.91453601,33.71094602,64,49,24.3,0.015,29.83,84.9,10,6.9,1881
7/18/10,0:00:00,27.8,6.890404595,3.787534129,64.9,56,28.3,0.015,29.85,82,10,6.9,610
7/18/10,4:00:00,25.6,9.970144723,6.069453822,69.1,72,23.2,0.015,29.83,79,10,6.9,314
7/18/10,8:00:00,17.5,9.781826475,9.082383728,68,62,18.1,0.015,29.85,82,10,0.5,1127
7/18/10,12:00:00,12.5,11.12237958,7.812879116,62.1,38,18.9,0.015,29.86,91,10,8.1,2190
7/18/10,16:00:00,18.3,29.81339082,69.67101583,62.1,36,16.2,0.015,29.82,93,10,10.4,2166
7/18/10,20:00:00,19,8.645863778,5.291397436,59,40,18.1,0.015,29.86,86,10,3.5,1117
7/19/10,0:00:00,0.8,10.94937264,6.420052687,62.1,54,12.5,0.015,29.87,80.1,10,3.5,118
7/19/10,4:00:00,30.2,4.4,1.8,62.1,58,36.9,0.015,29.86,78.1,10,5.8,1174
7/19/10,8:00:00,13.5,7.183898305,3.738156861,64.65,72.5,9,0.015,29.88,74.1,10,4.85,3134
7/19/10,12:00:00,18.8,8.651124334,3.294849022,71.1,63,14.5,0.068,29.81,84.9,10,4.6,2874
7/19/10,16:00:00,13.1,11.06392323,5.989738743,69.1,50,11.3,0.068,29.76,90,10,9.2,3648
7/19/10,20:00:00,17.9,12.10006384,6.257475818,66,64,18.1,0.068,29.83,79,10,3.5,1229
7/20/10,0:00:00,10.6,10.17916727,5.195941682,69.1,74,6,0.068,29.86,78.1,10,0.5,188
7/20/10,4:00:00,10,14.48547586,5.736180905,68,79,8.2,0.068,29.88,75,10,3.5,1228
7/20/10,8:00:00,10,11.88472458,3.578213616,68,69,8.1,0.068,29.95,79,10,4.6,3429
7/20/10,12:00:00,15.6,10.93799278,5.344483042,66,56,8,0.068,29.97,82.9,10,4.6,3050
7/20/10,16:00:00,4,12.58984326,5.797034335,64.9,49,10.5,0.068,29.94,86,10,3.5,3930
7/20/10,20:00:00,16,11.87516007,10.55794749,63,51,16.3,0.068,29.96,82.9,10,6.9,1471
7/21/10,0:00:00,13.5,9.908695652,5.313360822,64,56,16.3,0.068,29.97,81,10,5.8,247
7/21/10,4:00:00,17.1,11.72807882,2.657774354,68,74,17.4,0.068,29.94,77,10,0.5,1165
7/21/10,8:00:00,14.7,11.37953206,7.551616356,70,69,13.5,0.068,29.96,81,10,3.5,3405
7/21/10,12:00:00,19.5,8.903220044,3.635163599,69.1,53,19.1,0.068,29.91,88,10,4.6,2173
7/21/10,16:00:00,19.9,7.173090117,3.308837932,68,44,26.7,0.068,29.81,93,10,5.8,4057
7/21/10,20:00:00,17.9,10.68357405,7.01619801,66.9,62,11.6,0.068,29.85,81,10,8.1,1699
7/22/10,0:00:00,4,10.30448817,4.532340535,62.1,56,4.6,0.068,29.88,79,10,8.1,233
7/22/10,4:00:00,6.6,10.35374404,3.168412655,62.1,66,5.9,0.068,29.9,73.9,10,5.8,1186
7/22/10,8:00:00,3.2,14.51052632,13.91052632,59,56,3.3,0.068,29.94,75.9,10,8.1,3517
7/22/10,12:00:00,2.2,8.263823051,2.974197736,57.9,36,0.9,0.068,29.94,88,10,8.1,3034
7/22/10,16:00:00,5.2,9.611850609,2.810783774,55,32,5.4,0.068,29.95,88,10,6.9,4113
7/22/10,20:00:00,8.7,9.317682722,5.287179945,55,38,6.8,0.068,29.98,82.9,10,5.8,1716
7/23/10,0:00:00,0.9,9.320745501,4.488489639,57,48,0.1,0.068,30.02,78.1,10,0.5,323
7/23/10,4:00:00,6,12.74718787,6.587352265,57.9,52,9,0.068,30.01,77,10,0.5,1755
7/23/10,8:00:00,10.8,8.61616421,5.087807111,61,54,8.1,0.068,30.01,79,10,0.5,3047
7/23/10,12:00:00,20.9,8.149080067,4.229442011,71.1,91,28.3,0.04,29.98,73.9,8,3.5,3311
7/23/10,16:00:00,20.7,10.55291633,5.594582816,75.9,74,28.9,0.02,29.88,84.9,7,5.8,3623
7/23/10,20:00:00,29,6.908854565,3.506925909,74.1667,94.3333,23.1,0.166667,29.9167,76.0333,1,4.93333,0
7/24/10,0:00:00,13.1,8.920319308,8.910784091,73.9,81,22.7,0.54,29.85,80.1,10,0.5,567
7/24/10,4:00:00,22.2,9.560638836,5.851885727,73,74,18.1,0.54,29.81,82,10,0.5,518
7/24/10,8:00:00,5.6,7.741071429,5.052904739,73,72,8.7,0.54,29.86,82.9,10,3.5,1648
7/24/10,12:00:00,10.1,9.356371203,4.928212596,70,47,7.9,0.54,29.86,93,10,6.9,2664
7/24/10,16:00:00,4.7,9.752560258,6.575292978,69.1,41,11.2,0.54,29.83,96.1,10,9.2,2478
7/24/10,20:00:00,33.9,10.250307,6.210988933,71.1,54,33.7,0.54,29.82,90,10,6.9,1774
7/25/10,0:00:00,20.3,9.151140875,5.742394892,73.9,63,14.6,0.54,29.79,88,9,9.2,679
7/25/10,4:00:00,9.2,12.53005474,8.542151338,69.1,63,8.8,0.54,29.78,82.9,10,6.9,361
7/25/10,8:00:00,0,9.999399261,8.583928432,70,63,2.1,0.54,29.82,84,10,6.9,1203
7/25/10,12:00:00,4.7,9.128151186,5.186206222,68,47,7.4,0.54,29.79,91,10,5.8,2127
7/25/10,16:00:00,6.9,9.797843659,3.993862751,69.48,94.4,8.2,0.054,29.848,71.14,4.8,2.84,1955
7/25/10,20:00:00,5.9,10.55173059,5.155882598,69.1,82,0.4,0.01,29.85,75,10,6.9,1061
7/26/10,0:00:00,-2,14.37964216,9.117433328,60.1,66,-3.4,0.01,29.92,72,10,6.9,161
7/26/10,4:00:00,1.7,7.035224775,7.138964312,57.9,70,0.1,0.01,29.97,68,10,0.5,1877
7/26/10,8:00:00,-1.7,11.08552851,7.199500638,59,64,-2.5,0.01,30.03,72,10,4.6,2959
7/26/10,12:00:00,-0.1,8.321881053,4.340033164,53.1,34,2,0.01,30,84,10,9.2,3000
7/26/10,16:00:00,5.6,9.215017229,4.40002502,55,35,7.9,0.01,29.96,86,10,10.4,3660
7/26/10,20:00:00,9.3,7.785377039,4.246488772,54,40,9.5,0.01,29.99,80.1,10,8.1,1210
